Offence group,Code,Community safety partnership,Police force area,Crime Severity Score Apr 15 - Mar 16,Crime Severity Score Apr 16 - Mar 17,Crime Severity Score Apr 17 - Mar 18,Crime Severity Score Apr 18 - Mar 19,Crime Severity Score Apr 19 - Mar 20,Crime Severity Score Apr 20 - Mar 21,"Offence rate per 1,000 population Apr 15 - Mar 16","Offence rate per 1,000 population Apr 16 - Mar 17","Offence rate per 1,000 population Apr 17 - Mar 18","Offence rate per 1,000 population Apr 18 - Mar 19","Offence rate per 1,000 population Apr 19 - Mar 20","Offence rate per 1,000 population Apr 20 - Mar 21"
Sexual offences,E07000071,Colchester,Essex,3.2,3.5,4.7,5.1,6.4,5,2,2,3,3,3,3
Sexual offences,E07000072,Epping Forest,Essex,1.4,1.8,2.5,3.5,3.3,3.1,1,1,2,2,2,2
Sexual offences,E07000073,Harlow,Essex,3.4,3.9,3.7,4.7,7,5.9,2,2,2,3,4,3
Sexual offences,E07000074,Maldon,Essex,2.3,1.4,1.9,1.8,2.5,3.8,1,1,1,1,2,2
Sexual offences,E07000075,Rochford,Essex,1.6,1.3,1.9,1.9,2.2,2.3,1,1,1,1,1,2
Sexual offences,E06000033,Southend-on-Sea,Essex,3.2,3.4,4.5,4.8,6.6,6.1,2,2,3,3,4,3
Sexual offences,E07000076,Tendring,Essex,3,3.3,3.5,4.9,5,5.5,2,2,2,3,3,3
Sexual offences,E06000034,Thurrock,Essex,2.5,2.5,3.1,3.4,3.7,4,2,1,2,2,2,2
Sexual offences,E07000077,Uttlesford,Essex,1.6,2,2,2.1,2.7,1.7,1,1,2,1,2,1
Sexual offences,E07000078,Cheltenham,Gloucestershire,2.5,2.2,3.2,3,3.4,3.1,1,2,2,2,2,2
Sexual offences,E07000079,Cotswold,Gloucestershire,1.5,1.4,1.7,1.9,1.8,2.3,1,1,1,1,1,1
Sexual offences,E07000080,Forest of Dean,Gloucestershire,1.8,2.2,2.1,2.5,2.9,2.6,1,1,1,2,2,2
Sexual offences,E07000081,Gloucester,Gloucestershire,3.6,4.6,4.5,4.6,4.2,5.4,2,3,3,3,3,3
Sexual offences,E07000082,Stroud,Gloucestershire,1.7,1.9,1.8,1.8,2.9,2,1,1,1,1,2,1
Sexual offences,E07000083,Tewkesbury,Gloucestershire,1.4,1.9,1.7,1.9,2.6,2.2,1,1,1,1,2,1
Sexual offences,E08000001,Bolton,Greater Manchester,3.1,4.1,5.4,5.3,:,:,2,3,3,3.3,:,:
Sexual offences,E08000002,Bury,Greater Manchester,2.4,3.2,4.5,4.9,:,:,2,2,3,3,:,:
Sexual offences,E08000003,Manchester,Greater Manchester,5,5.6,9.8,9.7,:,:,3,3,5,5.2,:,:
Sexual offences,E08000004,Oldham,Greater Manchester,3.1,3.6,4.9,5.5,:,:,2,2,3,3.5,:,:
Sexual offences,E08000005,Rochdale,Greater Manchester,5,3.9,6.5,6.1,:,:,3,3,4,3.6,:,:
Sexual offences,E08000006,Salford,Greater Manchester,2.6,3.2,5.3,5.2,:,:,2,2,3,3.4,:,:
Sexual offences,E08000007,Stockport,Greater Manchester,2.2,2.7,3.4,3.6,:,:,2,2,2,2.2,:,:
Sexual offences,E08000008,Tameside,Greater Manchester,3,3.4,4.3,5.1,:,:,2,2,3,3.1,:,:
Sexual offences,E08000009,Trafford,Greater Manchester,2,2.1,3.8,4,:,:,1,2,2,2.3,:,:
Sexual offences,E08000010,Wigan,Greater Manchester,2.7,3.2,3.9,3.9,:,:,2,2,3,2.5,:,:
Sexual offences,W06000019,Blaenau Gwent,Gwent,1.9,2.3,3.6,3.4,4.3,2.9,1,2,2,2,3,2
Sexual offences,W06000018,Caerphilly,Gwent,2.1,1.9,3.2,4.1,3.8,3.2,1,1,2,2,2,2
Sexual offences,W06000021,Monmouthshire,Gwent,2.2,1.7,2.3,3.8,3.2,2.2,2,1,2,2,2,2
Sexual offences,W06000022,Newport,Gwent,2.4,3.1,4.3,5.5,4.3,3.7,2,2,3,3,3,2
Sexual offences,W06000020,Torfaen,Gwent,2.2,2,3.6,4.5,4.3,3.1,2,1,3,3,3,2
Sexual offences,E07000085,East Hampshire,Hampshire,1.8,2.4,2.3,2.6,2.3,2.2,1,1,2,2,1,2
Sexual offences,E07000086,Eastleigh,Hampshire,2,2.6,3.5,3.3,3.9,3.2,1,2,2,2,3,2
Sexual offences,E07000087,Fareham,Hampshire,2.3,3.2,3.4,3.8,3.4,2.9,2,2,2,2,2,2
Sexual offences,E07000088,Gosport,Hampshire,3.6,4.9,4.2,4.5,4.2,4.3,2,3,3,3,3,3
Sexual offences,E07000090,Havant,Hampshire,3.3,4.2,5.1,5.1,5.5,4.4,2,3,3,3,3,3
Sexual offences,E06000046,Isle of Wight,Hampshire,4,4.7,4.6,5.2,5.1,4.9,2,3,3,3,3,3
Sexual offences,E07000091,New Forest,Hampshire,2.1,2.6,3,2.7,3.2,3,1,2,2,2,2,2
Sexual offences,E22000374,North Hampshire,Hampshire,3.1,3.4,4.3,4.2,3.9,3.6,2,2,3,3,2,2
Sexual offences,E06000044,Portsmouth,Hampshire,4.5,5.8,6.1,6.4,6.3,6.7,3,4,4,4,4,4
Sexual offences,E06000045,Southampton,Hampshire,5.5,5.9,6.9,6.8,7.6,6.5,3,4,4,4,4,4
Sexual offences,E07000093,Test Valley,Hampshire,2.9,3,3.4,3.3,3.9,3.8,2,2,2,2,2,2
Sexual offences,E07000094,Winchester,Hampshire,2.8,3.4,3.8,4,3.9,3.5,2,2,2,3,2,2
Sexual offences,E07000095,Broxbourne,Hertfordshire,2.2,2.7,3.3,3.1,2.7,2.3,1,2,2,2,2,1
Sexual offences,E07000096,Dacorum,Hertfordshire,2.1,2.6,2.8,3.5,3.2,2.4,1,2,2,2,2,2
Sexual offences,E07000242,East Hertfordshire,Hertfordshire,1.6,2.2,2.1,2.1,1.8,1.7,1,1,1,1,1,1
Sexual offences,E07000098,Hertsmere,Hertfordshire,2.1,1.9,3.2,2.7,2.9,2.9,1,1,2,2,2,2
Sexual offences,E07000099,North Hertfordshire,Hertfordshire,1.9,1.9,2.6,3.6,2.6,2.6,1,1,1,2,2,2
Sexual offences,E07000240,St Albans,Hertfordshire,1.8,2.1,2.5,2.6,2.6,2.3,1,1,2,2,2,1
Sexual offences,E07000243,Stevenage,Hertfordshire,3.1,3.9,4.4,4.8,4.7,3.7,2,2,3,3,3,2
Sexual offences,E07000102,Three Rivers,Hertfordshire,1.4,1.1,2.3,2.2,2.4,2,1,1,1,1,1,1
Sexual offences,E07000103,Watford,Hertfordshire,2.9,2.9,3.7,4.9,4.7,4,2,2,2,3,3,2
Sexual offences,E07000241,Welwyn Hatfield,Hertfordshire,2.8,3,4.2,3.6,3.2,3.5,2,2,2,2,2,2
Sexual offences,E06000011,East Riding of Yorkshire,Humberside,1.9,2.3,3.5,3.4,3.2,2.7,1,2,2,2,2,2
Sexual offences,E06000010,"Kingston upon Hull, City of",Humberside,3.7,4.9,7.1,7.9,6.6,7.3,2,3,4,5,4,4
Sexual offences,E06000012,North East Lincolnshire,Humberside,3.7,4.4,5.4,7.5,5.3,5,3,3,4,5,4,3
Sexual offences,E06000013,North Lincolnshire,Humberside,3,3.2,4.4,4.2,4.4,3.9,2,2,3,3,3,2
Sexual offences,E07000105,Ashford,Kent,2.7,3.7,5.9,5.4,4.8,4.3,2,2,4,3,3,3
Sexual offences,E07000106,Canterbury,Kent,3.1,4.3,7.2,5.9,6.2,5.4,2,3,4,4,4,3
Sexual offences,E22000352,Dartford and Gravesham,Kent,2.4,3.9,5.2,5.7,5.1,4.9,1,2,3,4,4,3
Sexual offences,E07000108,Dover,Kent,2.9,4,7.2,6.5,5.3,4.6,2,2,4,4,4,3
Sexual offences,E07000112,Folkestone and Hythe,Kent,3.7,4.2,6,6.2,5.2,4.7,2,2,4,4,3,3
Sexual offences,E07000110,Maidstone,Kent,2.4,3.3,5.5,6,5,4.4,2,2,3,4,3,3
Sexual offences,E06000035,Medway,Kent,3.9,4.6,7.8,7.4,6.7,6.1,2,3,4,5,4,4
Sexual offences,E07000111,Sevenoaks,Kent,1.8,2.2,3.7,3.7,2.8,2.6,1,1,2,2,2,2
Sexual offences,E07000113,Swale,Kent,2.7,3.6,5.8,7,5.6,5,2,2,4,4,4,3
Sexual offences,E07000114,Thanet,Kent,3.9,5.8,9.8,8.4,7.8,6.3,2,3,5,5,5,4
Sexual offences,E07000115,Tonbridge and Malling,Kent,1.6,2.3,3.1,4.3,3.6,2.9,1,2,2,3,3,2
Sexual offences,E07000116,Tunbridge Wells,Kent,2.1,3.1,4.1,4.3,3.9,3.9,1,2,2,3,3,2
Sexual offences,E06000008,Blackburn with Darwen,Lancashire,3.1,4.4,4.2,5.5,4.1,4.3,2,3,3,4,3,3
Sexual offences,E06000009,Blackpool,Lancashire,5.8,7.3,8.8,9.9,8.1,7.3,4,5,6,6,5,5
Sexual offences,E07000117,Burnley,Lancashire,3.4,3.8,5.2,7.4,5.8,5.1,2,2,3,5,4,4
Sexual offences,E07000118,Chorley,Lancashire,2,2.2,3,3.8,2.8,2.2,1,2,2,3,2,2
Sexual offences,E07000119,Fylde,Lancashire,1.8,2.4,2.4,3.6,2.7,2.8,1,2,2,3,2,2
Sexual offences,E07000120,Hyndburn,Lancashire,2.5,3.7,4.1,5.2,4.9,3.3,2,2,3,4,3,2
Sexual offences,E07000121,Lancaster,Lancashire,2.8,3.1,4,4.7,3.9,3.8,2,2,3,3,3,2
Sexual offences,E07000122,Pendle,Lancashire,2.1,2.8,3.3,4.8,3.5,3.3,1,2,2,3,2,2
Sexual offences,E07000123,Preston,Lancashire,3,3.5,5.1,5.8,4.6,3,2,2,3,4,3,2
Sexual offences,E07000124,Ribble Valley,Lancashire,1.1,1.2,3.1,3,2.1,2.2,1,1,2,2,1,1
Sexual offences,E07000125,Rossendale,Lancashire,2,3.2,3.3,4.4,3.9,3.1,1,2,2,3,3,2
Sexual offences,E07000126,South Ribble,Lancashire,1.6,2.4,3.2,5.1,4.7,4.6,1,2,2,3,3,3
Sexual offences,E07000127,West Lancashire,Lancashire,1.4,2.1,2.4,2.9,2.7,2.5,1,1,2,2,2,2
Sexual offences,E07000128,Wyre,Lancashire,1.9,2.2,2.9,3.3,2.8,2.4,1,2,2,2,2,2
Sexual offences,E07000129,Blaby,Leicestershire,1.7,2,2.4,2.5,2.8,3.7,1,1,1,2,2,2
Sexual offences,E07000130,Charnwood,Leicestershire,1.8,2.1,2.6,3.4,3,3.1,1,1,2,2,2,2
Sexual offences,E07000131,Harborough,Leicestershire,1.1,1.1,1.6,1.7,2.1,1.8,1,1,1,1,1,1
Sexual offences,E07000132,Hinckley and Bosworth,Leicestershire,1.4,2,2.2,2.8,2.7,3.7,1,1,1,2,2,2
Sexual offences,E06000016,Leicester,Leicestershire,3.4,3.5,4.6,5.8,5.1,6.4,2,2,3,4,3,4
Sexual offences,E07000133,Melton,Leicestershire,1.5,1.6,2,3.5,1.9,2.9,1,1,1,2,2,2
Sexual offences,E07000134,North West Leicestershire,Leicestershire,1.8,2.2,3.2,3.4,2.6,2.8,1,1,2,2,2,2
Sexual offences,E07000135,Oadby and Wigston,Leicestershire,1.5,1.7,2.6,2.4,2.4,2.7,1,1,2,2,2,2
Sexual offences,E06000017,Rutland,Leicestershire,1.7,1.6,2.1,2.3,1.7,2,1,1,1,1,1,2
Sexual offences,E07000136,Boston,Lincolnshire,2.5,2.6,3.8,4.2,4.7,5,2,2,2,2,3,2
Sexual offences,E07000137,East Lindsey,Lincolnshire,3,3.1,4.3,4.9,5.1,3.6,2,2,3,3,3,2
Sexual offences,E07000138,Lincoln,Lincolnshire,3.4,4.9,5.7,8.3,10.3,7.6,2,3,4,5,6,4
Sexual offences,E07000139,North Kesteven,Lincolnshire,2.4,1.6,2.4,3.1,3.3,2.7,2,1,1,2,2,2
Sexual offences,E07000140,South Holland,Lincolnshire,1.7,2.5,2.8,2.7,4.1,3.6,1,2,2,2,3,2
Sexual offences,E07000141,South Kesteven,Lincolnshire,1.9,2.1,2.6,3.9,4.4,3.2,1,1,2,2,3,2
Sexual offences,E07000142,West Lindsey,Lincolnshire,2,2.4,3.1,4,5.1,4.1,1,1,2,3,3,2
Sexual offences,E08000011,Knowsley,Merseyside,1.9,2.6,2.8,3.2,3.4,3,1,2,2,2,2,2
Sexual offences,E08000012,Liverpool,Merseyside,3.2,3.5,5.2,4.2,4.6,4.5,2,2,3,3,3,3
Sexual offences,E08000014,Sefton,Merseyside,2.1,2.3,2.9,3,3.3,3,1,2,2,2,2,2
Sexual offences,E08000013,St. Helens,Merseyside,2.2,2.6,2.6,3.4,3.8,3.8,1,2,2,2,3,3
Sexual offences,E08000015,Wirral,Merseyside,2.3,2.5,3.1,3.5,3.1,3,2,2,2,2,2,2
Sexual offences,E09000002,Barking and Dagenham,Metropolitan Police,3.8,4.1,4.2,5.1,5.7,4.4,2,2,2,3,3,3
Sexual offences,E09000003,Barnet,Metropolitan Police,2,2.3,2.7,2.8,2.3,2.2,1,1,2,2,1,1
Sexual offences,E09000004,Bexley,Metropolitan Police,1.9,2.5,2.5,2.7,2.6,2.3,1,2,2,2,2,1
Sexual offences,E09000005,Brent,Metropolitan Police,2.6,2.8,3.4,3.1,3.1,3,2,2,2,2,2,2
Sexual offences,E09000006,Bromley,Metropolitan Police,1.8,2.2,2.5,2.7,2.3,2.1,1,1,2,2,2,1
Sexual offences,E09000007,Camden,Metropolitan Police,3.7,4.2,5.5,4.8,4.1,3.2,3,3,3,3,3,2
Sexual offences,E09000008,Croydon,Metropolitan Police,3.4,3.8,4.3,5.1,4.9,4.8,2,2,2,3,3,3
Sexual offences,E09000009,Ealing,Metropolitan Police,2.5,2.6,2.9,3.6,3.6,3.2,2,2,2,2,2,2
Sexual offences,E09000010,Enfield,Metropolitan Police,2.6,2.7,3.4,3,3.3,3.5,2,2,2,2,2,2
Sexual offences,E09000011,Greenwich,Metropolitan Police,3.1,3,4.6,4.4,5.1,4.2,2,2,3,3,3,2
Sexual offences,E09000012,Hackney,Metropolitan Police,3.6,4.1,5.2,4.3,4.2,3.5,2,3,3,3,3,2
Sexual offences,E09000013,Hammersmith and Fulham,Metropolitan Police,3.3,3.8,4,6.7,4.1,3.9,2,3,2,3,3,2
Sexual offences,E09000014,Haringey,Metropolitan Police,3.3,3.7,4.2,5.5,4.6,4.5,2,2,2,3,3,3
Sexual offences,E09000015,Harrow,Metropolitan Police,1.7,2,2.4,2.4,3.2,2.8,1,1,1,2,2,2
Sexual offences,E09000016,Havering,Metropolitan Police,2.1,2.3,3,2.9,2.6,2.4,1,2,2,2,2,2
Sexual offences,E09000017,Hillingdon,Metropolitan Police,2.3,2.4,3,2.5,2.6,2.7,1,2,2,2,2,2
Sexual offences,E09000018,Hounslow,Metropolitan Police,3.2,3.4,3.2,3.9,3,3,2,2,2,2,2,2
Sexual offences,E09000019,Islington,Metropolitan Police,3.3,3.8,4.9,4.1,4.1,3.3,2,2,3,3,3,2
Sexual offences,E09000020,Kensington and Chelsea,Metropolitan Police,2.9,3.5,4.6,4.2,3.7,3.8,2,2,3,3,2,2
Sexual offences,E09000021,Kingston upon Thames,Metropolitan Police,2,2.7,3,3.9,3.7,4,1,2,2,2,2,2
Sexual offences,E09000022,Lambeth,Metropolitan Police,4.1,4.3,5.1,5.7,5.4,5.4,3,3,3,3,3,3
Sexual offences,E09000023,Lewisham,Metropolitan Police,3.4,4,3.8,4.3,4.2,3.5,2,2,2,2,2,2
Sexual offences,E09000024,Merton,Metropolitan Police,2.4,2.4,2.8,2.6,2.3,2.2,2,1,2,2,2,2
Sexual offences,E09000025,Newham,Metropolitan Police,3.9,3.8,4.6,4.7,4.4,4.2,2,2,3,3,3,2
Sexual offences,E09000026,Redbridge,Metropolitan Police,2.6,2.6,3.3,3,2.4,3,2,2,2,2,2,2
Sexual offences,E09000027,Richmond upon Thames,Metropolitan Police,1.7,2.5,2.5,2.1,2.1,1.7,1,2,2,2,1,1
Sexual offences,E09000028,Southwark,Metropolitan Police,3.6,4.1,4.6,4.5,4.1,3.9,2,3,3,3,2,2
Sexual offences,E09000029,Sutton,Metropolitan Police,2.2,2.5,3.3,2.7,2,2.6,1,2,2,2,1,2
Sexual offences,E09000030,Tower Hamlets,Metropolitan Police,3.4,3.9,4.2,4.4,4.6,4,2,2,2,3,3,2
Sexual offences,E09000031,Waltham Forest,Metropolitan Police,2.7,2.8,3.6,2.9,3,3,2,2,2,2,2,2
Sexual offences,E09000032,Wandsworth,Metropolitan Police,2.6,3.5,3.4,3.2,3.1,2.9,2,2,2,2,2,2
Sexual offences,E09000033,Westminster,Metropolitan Police,5.1,6.1,7.7,8.4,7,5.2,4,4,5,5,5,3
Sexual offences,E07000143,Breckland,Norfolk,2.7,2.9,3.4,3.9,4.8,3.9,2,2,2,3,3,3
Sexual offences,E07000144,Broadland,Norfolk,2.1,2.1,2.6,2.9,3.3,3.4,1,2,1,2,2,2
Sexual offences,E07000145,Great Yarmouth,Norfolk,4,4.4,6,5.7,7.1,5.1,3,3,4,4,4,4
Sexual offences,E07000146,King's Lynn and West Norfolk,Norfolk,2.4,2.5,3,3.7,4.5,3.8,2,2,2,3,3,2
Sexual offences,E07000147,North Norfolk,Norfolk,2.3,3,3.4,4.1,4.1,3.5,1,2,2,3,2,2
Sexual offences,E07000148,Norwich,Norfolk,5.3,5.9,7.6,6.9,8.5,7.8,3,4,5,4,5,5
Sexual offences,E07000149,South Norfolk,Norfolk,1.8,2.4,3.8,3.2,4.2,4.2,1,2,2,2,2,2
Sexual offences,W06000003,Conwy,North Wales,3.5,3.9,5.2,6.2,5.9,5.4,2,2,3,4,4,4
Sexual offences,W06000004,Denbighshire,North Wales,3.7,5,7,6.6,6.1,4.7,2,3,5,5,5,3
Sexual offences,W06000005,Flintshire,North Wales,2.8,5.1,4.5,4.7,4,4,2,3,3,3,3,3
Sexual offences,W06000002,Gwynedd,North Wales,3.6,4.3,4.8,4.5,4.9,3.8,2,3,3,3,4,3
Sexual offences,W06000001,Isle of Anglesey,North Wales,2.8,4.8,5,4.4,4,4,2,3,3,4,3,3
Sexual offences,W06000006,Wrexham,North Wales,3.5,4.4,9.1,6.3,5.2,4.2,2,3,8,4,4,3
Sexual offences,E06000014,City of York,North Yorkshire,2.7,2.8,3.8,4.1,3.9,2.9,2,2,2,3,2,2
Sexual offences,E10000023,North Yorkshire,North Yorkshire,2.2,2.5,2.8,3.3,3.3,2.6,1,2,2,2,2,2
Sexual offences,E07000150,Corby,Northamptonshire,3.8,3.5,3.9,4.8,6.1,4,2,2,2,3,4,3
Sexual offences,E22000357,Daventry and South Northamptonshire,Northamptonshire,2,2.5,2.5,3,3,3.4,1,2,2,2,2,2
Sexual offences,E07000152,East Northamptonshire,Northamptonshire,2,2,3.1,3.4,3.5,3.3,1,1,2,2,3,2
Sexual offences,E07000153,Kettering,Northamptonshire,3.1,3.7,3.4,5.7,4.6,4.5,2,2,2,3,3,3
Sexual offences,E07000154,Northampton,Northamptonshire,4.8,5.2,5.7,6.4,7.5,8.8,3,3,4,4,5,5
Sexual offences,E07000156,Wellingborough,Northamptonshire,3.1,2.9,4.1,6.2,5.8,5.4,2,2,3,4,4,4
Sexual offences,E08000037,Gateshead,Northumbria,3.3,3.5,5.2,5,5.7,4.3,2,2,3,3,3,3
Sexual offences,E08000021,Newcastle upon Tyne,Northumbria,4.4,5.4,7.2,8.2,6.2,5.3,3,3,4,5,4,3
Sexual offences,E08000022,North Tyneside,Northumbria,2.6,3.3,4.5,5.1,3.8,4.2,2,2,3,3,3,3
Sexual offences,E06000057,Northumberland,Northumbria,2.5,2.8,3.6,4,3.8,3.5,2,2,2,3,2,2
Sexual offences,E08000023,South Tyneside,Northumbria,3,3.7,4.9,5.6,5.3,3.8,2,2,3,3,3,3
Sexual offences,E08000024,Sunderland,Northumbria,3.2,4.1,5.1,5.4,4.2,4.8,2,3,3,3,3,3
Sexual offences,E07000170,Ashfield,Nottinghamshire,2.6,3.7,4.5,5,4.2,3.1,2,3,3,3,3,2
Sexual offences,E07000171,Bassetlaw,Nottinghamshire,2.5,2.9,4.2,3.5,3.2,2.9,2,2,3,3,2,2
Sexual offences,E07000174,Mansfield,Nottinghamshire,3.9,4.6,5.7,7,5.5,4.3,2,3,3,4,4,3
Sexual offences,E07000175,Newark and Sherwood,Nottinghamshire,2.4,3,3.7,3.7,3.6,3.2,1,2,2,2,2,2
Sexual offences,E06000018,Nottingham,Nottinghamshire,5,5.3,7.8,7.1,6.3,5,3,3,5,4,4,3
Sexual offences,E22000366,South Nottinghamshire,Nottinghamshire,1.7,2,3,3,3.2,2.4,1,1,2,2,2,1
Sexual offences,W06000013,Bridgend,South Wales,2.3,2.9,3.2,4.2,4.1,3,2,2,2,3,3,2
Sexual offences,W06000015,Cardiff,South Wales,2.5,3.5,4.1,4.1,4.9,3.8,2,2,3,3,3,2
Sexual offences,W14000023,Cwm Taf,South Wales,2.1,2.6,3.3,3.9,3.5,3.2,1,2,2,3,3,2
Sexual offences,W06000012,Neath Port Talbot,South Wales,1.9,2.4,3.4,3.7,3.5,3.7,1,2,2,2,2,2
Sexual offences,W06000011,Swansea,South Wales,2.2,2.6,3.8,4.5,3.7,2.8,1,2,2,3,2,2
Sexual offences,W06000014,Vale of Glamorgan,South Wales,2.5,2.8,3.3,3,3.3,3.2,2,2,2,2,2,2
Sexual offences,E08000016,Barnsley,South Yorkshire,3,3.2,4.4,4.1,4.5,4,2,2,3,3,3,3
Sexual offences,E08000017,Doncaster,South Yorkshire,3.3,3.6,4.6,4.4,4.5,4.5,2,3,3,3,3,3
Sexual offences,E08000018,Rotherham,South Yorkshire,4.3,5.7,6.7,5.4,5.7,4.2,3,3,4,3,3,3
Sexual offences,E08000019,Sheffield,South Yorkshire,2.5,3.3,3.9,4.1,4.1,3.4,2,2,2,3,3,2
Sexual offences,E07000192,Cannock Chase,Staffordshire,2.3,3.1,4.7,3.9,4.2,2.6,2,2,3,3,3,2
Sexual offences,E07000193,East Staffordshire,Staffordshire,2.7,3.6,5.3,4.7,3.2,2.8,2,2,3,3,2,2
Sexual offences,E07000194,Lichfield,Staffordshire,2.3,2.7,3.3,3.5,2.8,2.2,2,2,2,2,2,1
Sexual offences,E07000195,Newcastle-under-Lyme,Staffordshire,4.3,4.9,4.2,5.3,4,3.1,2,3,3,3,3,2
Sexual offences,E07000196,South Staffordshire,Staffordshire,1.5,1.9,2.2,2.4,2.1,2.4,1,1,2,2,2,2
Sexual offences,E07000197,Stafford,Staffordshire,2.6,2.8,3.3,3.5,3.3,2.6,2,2,2,2,2,2
Sexual offences,E07000198,Staffordshire Moorlands,Staffordshire,2.1,3.8,3.4,2.9,3.3,2.1,2,2,2,2,2,1
Sexual offences,E06000021,Stoke-on-Trent,Staffordshire,5.6,5.8,7.8,7,6.6,4.8,3,4,5,4,4,3
Sexual offences,E07000199,Tamworth,Staffordshire,2.8,3.6,3.8,3.5,3.7,3.5,2,2,2,3,2,2
Sexual offences,E07000200,Babergh,Suffolk,1,2.5,3.3,3.5,3.6,3.3,1,1,2,2,2,2
Sexual offences,E07000244,East Suffolk,Suffolk,1.4,3.2,4.1,5,5.3,4.8,1,2,3,3,3,3
Sexual offences,E07000202,Ipswich,Suffolk,2.8,4.8,6.8,8.1,9.3,7.6,2,3,4,5,5,4
Sexual offences,E07000203,Mid Suffolk,Suffolk,1.2,2.5,3.4,3,3.1,2.6,1,2,2,2,2,2
Sexual offences,E07000245,West Suffolk,Suffolk,1.8,3.3,4.2,5.1,5.2,4.7,1,2,3,3,3,3
Sexual offences,E22000373,Western Suffolk,Suffolk,:,:,:,:,:,:,:,:,:,:,:,:
Sexual offences,E07000207,Elmbridge,Surrey,2.1,1.9,2.2,2.8,2,2.2,1,1,1,2,2,1
Sexual offences,E07000208,Epsom and Ewell,Surrey,1.5,1.8,3,2.2,2,1.9,1,1,2,1,1,1
Sexual offences,E07000209,Guildford,Surrey,3.2,3.9,4.3,4.2,3.5,3.2,2,2,3,3,2,2
Sexual offences,E07000210,Mole Valley,Surrey,1.8,2.3,2.2,2.6,2.1,2.4,1,2,2,2,1,2
Sexual offences,E07000211,Reigate and Banstead,Surrey,2.2,2.7,3.8,4.2,3.2,2.8,1,2,2,3,2,2
Sexual offences,E07000212,Runnymede,Surrey,2.3,2.2,3.7,3.6,3.6,2.6,2,2,2,2,2,2
Sexual offences,E07000213,Spelthorne,Surrey,2.3,2.6,2.9,3.4,2.5,3.5,2,2,2,2,2,2
Sexual offences,E07000214,Surrey Heath,Surrey,2.3,1.8,3.1,2,2.5,3.3,1,1,2,2,2,2
Sexual offences,E07000215,Tandridge,Surrey,1.4,2.2,2.3,2.3,1.9,1.5,1,2,1,1,1,1
Sexual offences,E07000216,Waverley,Surrey,2.3,1.7,2,2.7,2.3,2.4,1,1,1,2,2,2
Sexual offences,E07000217,Woking,Surrey,2.9,2.5,3.6,5.7,4,3.8,2,2,2,3,3,2
Sexual offences,E07000223,Adur,Sussex,3,2.3,2.7,3.5,3.2,2.7,2,2,2,2,2,2
Sexual offences,E07000224,Arun,Sussex,2.9,2.4,3.1,3,3.7,3.4,2,2,2,2,2,2
Sexual offences,E06000043,Brighton and Hove,Sussex,3.7,4.2,5,5.2,5.5,5.1,2,3,3,3,3,3
Sexual offences,E07000225,Chichester,Sussex,2,1.9,2.6,2.8,3.1,2.8,1,1,2,2,2,2
Sexual offences,E07000226,Crawley,Sussex,3.4,4.4,4.6,5.2,5.1,4.9,2,3,3,4,4,3
Sexual offences,E07000061,Eastbourne,Sussex,3,3.8,4.6,5.1,5.4,5.1,2,3,3,3,3,3
Sexual offences,E07000062,Hastings,Sussex,4.7,4.8,5.6,6.4,6.4,4.8,3,3,4,4,4,3
Sexual offences,E07000227,Horsham,Sussex,1.9,2,2.6,2.3,2.5,2.3,1,1,2,2,2,2
Sexual offences,E07000063,Lewes,Sussex,2.1,2.7,2.9,3.5,3.6,3.3,1,2,2,2,2,2
Sexual offences,E07000228,Mid Sussex,Sussex,1.4,1.8,2.1,2.4,2.2,1.9,1,1,2,2,2,1
Sexual offences,E07000064,Rother,Sussex,2.4,2.4,3.6,3.6,3.9,2.8,2,2,2,2,3,2
Sexual offences,E07000065,Wealden,Sussex,1.6,2,2.2,2.6,2.3,1.9,1,1,2,2,2,1
Sexual offences,E07000229,Worthing,Sussex,3.2,3.1,4.2,3.9,4.6,3.2,2,2,3,3,3,2
Sexual offences,E06000036,Bracknell Forest,Thames Valley,2.7,2.6,3.3,3.4,3.7,2.9,2,2,2,2,2,2
Sexual offences,E06000060,Buckinghamshire,Thames Valley,2.3,2.5,2.6,3,2.9,2.9,2,2,2,2,2,2
Sexual offences,E07000177,Cherwell,Thames Valley,3.4,3.6,3.3,3.8,4.4,3.9,2,2,2,3,3,2
Sexual offences,E06000042,Milton Keynes,Thames Valley,3.4,3.4,3.9,4.2,4.5,4.4,2,2,2,3,3,3
Sexual offences,E07000178,Oxford,Thames Valley,5,5.4,5,5.2,6.3,5.4,3,3,3,3,4,3
Sexual offences,E06000038,Reading,Thames Valley,4.1,4.6,5.1,5.2,6.5,6.2,3,3,3,3,4,4
Sexual offences,E06000039,Slough,Thames Valley,3.9,3.9,4.7,4.6,4.2,4.9,2,2,2,3,2,3
Sexual offences,E07000179,South Oxfordshire,Thames Valley,2.3,2,2.8,2.8,3.3,2.7,1,1,2,2,2,2
Sexual offences,E07000180,Vale of White Horse,Thames Valley,2.3,2.2,2.5,2.8,2.9,3.2,2,1,2,2,2,2
Sexual offences,E06000037,West Berkshire,Thames Valley,2.1,2.6,2.5,2.4,3.2,2.8,1,2,2,2,2,2
Sexual offences,E07000181,West Oxfordshire,Thames Valley,1.9,2.1,2.4,2.4,2.2,2.7,1,1,2,2,2,2
